site,sub.site,planting.date,sample.date,sample.season,sample.point,transect,start.meter,diversity.treatment,no.sites,identity,quadrat,present,shoot.id,shoot.density,field.notes,extraction.date,plate.id,well.id,leaf.area.sampled,mass.mg,Cq.mean,Cq.std.dev,copy.no,copy.no.per.extraction,copy.no.per.cell,cells.per.uL,cells.per.extraction,cell.per.mg,cells.present,cells.absent,qPCR.trial.ID,qPCR.run,qPCR.notes,leaf.length,leaf.area,lesion.area,lesion.pc,no.lesions,lesions.present,lesions.absent,visual.scoring.notes
middleground,ILFW,spring.2017,10.22.18,fall,18,north,14,mono,1,nahant,2,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,14,mono,1,nahant,3,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,14,mono,1,nahant,4,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,21,mono,1,westbeach,2,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,21,mono,1,westbeach,5,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,21,mono,1,westbeach,6,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,1,1,A,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,1,1,B,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,1,1,C,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,1,1,D,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,1,1,E,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,2,1,A,41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,2,1,B,41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,2,1,C,41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,2,1,D,41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,2,1,E,41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,4,1,A,30,*estimated shoot number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,4,1,B,30,*estimated shoot number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,4,1,C,30,*estimated shoot number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,4,1,D,30,*estimated shoot number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,4,1,E,30,*estimated shoot number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,6,1,A,48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,6,1,B,48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,6,1,C,48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,6,1,D,48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,28,mono,1,nahant,6,1,E,48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,1,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,2,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,3,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,5,1,C,57,,11.14.18,MGD_P2,4H,M,3.36,34.11,0.922,51.98053359,5198.053359,1356.62826,0.038315974,3.831597434,NA,NA,NA,T4&T6,NA,Cq diff>1; rerun- Cq diff>1,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,6,1,A,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,6,1,B,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,6,1,C,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,6,1,D,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,north,35,poly,3,poly3,6,1,E,31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,1,1,A,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,1,1,B,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,1,1,C,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,1,1,D,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,1,1,E,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,2,1,A,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,2,1,B,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,2,1,C,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,2,1,D,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,2,1,E,68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,4,1,A,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,4,1,B,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,4,1,C,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,4,1,D,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,4,1,E,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,0,poly,3,poly3,6,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,2,1,A,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,2,1,B,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,2,1,C,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,2,1,D,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,2,1,E,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,3,1,A,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,3,1,B,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,3,1,C,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,3,1,D,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,3,1,E,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,4,1,A,72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,4,1,B,72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,4,1,C,72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,4,1,D,72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,4,1,E,72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,6,1,A,89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,6,1,B,89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,6,1,C,89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,6,1,D,89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,7,mono,1,aquavitae,6,1,E,89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,2,1,C,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,2,1,D,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,2,1,E,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,4,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,14,poly,5,poly5,6,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,1,1,A,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,1,1,B,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,1,1,C,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,1,1,D,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,1,1,E,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,4,1,A,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,4,1,B,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,4,1,C,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,4,1,D,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,4,1,E,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,5,1,A,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,5,1,B,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,5,1,C,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,5,1,D,11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,6,1,A,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,6,1,B,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,6,1,C,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,6,1,D,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,21,poly,3,poly3,6,1,E,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,3,1,A,44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,3,1,B,44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,3,1,C,44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,3,1,D,44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,3,1,E,44,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,4,1,A,116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,4,1,B,116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,4,1,C,116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,4,1,D,116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,4,1,E,116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,5,1,A,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,5,1,B,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,5,1,C,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,5,1,D,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,5,1,E,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,6,1,A,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
middleground,ILFW,spring.2017,10.22.18,fall,18,south,28,mono,1,aquavitae,6,1,B,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
